0,1,2,3,4,5
"Length, 1D",,Up to 10 in,,(27 + 1.2L) µin,Supermicrometer
"Length, 1D",,Up to 56 in,,(590 + 2.1L) µin,CMM
"Length, 1D",,Up to 8.5 in,,(410 + 96L) µin,Optical comparator
"Length, 1D",,Up to 60 ft,,(83 + 1.6L) µin,Laser
"Length, 2D",,Up to 8′′ X 3′′,,(370 + 120L) µin,Optical comparator
"Length, 3D",,Up to 47′′ X 32′′ X 24′′,,700 µin,CMM
